id,split,text,text_clean,label,label_name,n_words,n_chars,has_negation
train_009445,train,i am drawn to totally solid neutral bags in black and brown throw in a vibrant patent red and maybe if i m feeling dangerous a metallic clutch but that s usually the most adventurous i get with my accessories,i am drawn to totally solid neutral bags in black and brown throw in a vibrant patent red and maybe if i m feeling dangerous a metallic clutch but that s usually the most adventurous i get with my accessories,3,anger,40,208,0
train_009446,train,i feel all numb,i feel all numb,0,sadness,4,15,0
train_009447,train,i actually feel excited about it for the first time in a long time,i actually feel excited about it for the first time in a long time,1,joy,14,66,0
train_009448,train,i feel like she is more embarrassed that anything and cannot just let it go,i feel like she is more embarrassed that anything and cannot just let it go,0,sadness,15,75,1
train_009449,train,i feel like im some troubled sad anti social person,i feel like im some troubled sad anti social person,0,sadness,10,51,0
train_009450,train,im feeling ugly,im feeling ugly,0,sadness,3,15,0
train_009451,train,i feel kinda worthless and unwanted at times cuz ive always felt that im the ugliest among all my friends cuz they are so freaking pretty oh dayummm like forever feeling inferior and stuff la,i feel kinda worthless and unwanted at times cuz ive always felt that im the ugliest among all my friends cuz they are so freaking pretty oh dayumm like forever feeling inferior and stuff la,0,sadness,35,191,0
train_009452,train,im feeling sad so i can remind myself of how i am talented and good at things and also see things that inspire me all in once place,im feeling sad so i can remind myself of how i am talented and good at things and also see things that inspire me all in once place,0,sadness,28,131,0
train_009453,train,i feel that its very romantic and to add to my visit i have the ipod loaded up with s dark synthwave amp early s college radio alternative the cure neds atomic dustbin the candy skins posies pixies blur james springhouse morrissey and so on,i feel that its very romantic and to add to my visit i have the ipod loaded up with s dark synthwave amp early s college radio alternative the cure neds atomic dustbin the candy skins posies pixies blur james springhouse morrissey and so on,2,love,45,240,0
train_009454,train,i still have feelings for him only broke up for a month or so we re friends at the moment and i want him back as well,i still have feelings for him only broke up for a month or so we re friends at the moment and i want him back as well,0,sadness,27,117,0
train_009455,train,i feel so violent just want to break some glass,i feel so violent just want to break some glass,3,anger,10,47,0
train_009456,train,i just make assumptions based on what i see think feel i ve wondered this before with strange things,i just make assumptions based on what i see think feel i ve wondered this before with strange things,4,fear,19,100,0
train_009457,train,i feel like i am waiting for an unpleasant meeting with someone in an authoritative position,i feel like i am waiting for an unpleasant meeting with someone in an authoritative position,0,sadness,16,92,0
train_009458,train,i am feeling ok my incision is sore that is expected and i have some neuropathy in my fingers and toes that is a residual of chemo that ive been told may take a year to resolve if indeed it does,i am feeling ok my incision is sore that is expected and i have some neuropathy in my fingers and toes that is a residual of chemo that ive been told may take a year to resolve if indeed it does,1,joy,41,194,0
train_009459,train,i feel ashamed of my unproductive days,i feel ashamed of my unproductive days,0,sadness,7,38,0
train_009460,train,i ignore her once shell keep trying and trying and trying till i break down and feel horrible about myself,i ignore her once shell keep trying and trying and trying till i break down and feel horrible about myself,0,sadness,20,106,0
train_009461,train,i was feeling very nostalgic and very grateful,i was feeling very nostalgic and very grateful,2,love,8,46,0
train_009462,train,i feel helpless as her mother i should be able to take the pain away as a small child i could do this but she is a young adult now the same age i was when i had her and it hurts to see her in pain,i feel helpless as her mother i should be able to take the pain away as a small child i could do this but she is a young adult now the same age i was when i had her and it hurts to see her in pain,4,fear,47,196,0
